#  Steps           Rx_A           Rx_B           Epot           Temp           Ekin           Etot
   10520       2.595122      -9.969922  -12704.107829       0.052214     156.643283  -12547.464546
   10530       2.600044      -9.962844  -12704.095603       0.052210     156.630915  -12547.464688
   10540       2.604924      -9.955724  -12704.281830       0.052272     156.817090  -12547.464740
   10550       2.609762      -9.948562  -12704.435737       0.052324     156.970831  -12547.464906
   10560       2.614558      -9.941358  -12704.455411       0.052330     156.990587  -12547.464824
   10570       2.619313      -9.934113  -12704.499297       0.052345     157.034729  -12547.464568
   10580       2.624026      -9.926826  -12704.809878       0.052448     157.345391  -12547.464487
   10590       2.628700      -9.919500  -12705.443393       0.052660     157.978782  -12547.464611
   10600       2.633334      -9.912134  -12706.161745       0.052899     158.696965  -12547.464780
   10610       2.637928      -9.904728  -12706.669788       0.053068     159.204961  -12547.464828
   10620       2.642484      -9.897284  -12706.914172       0.053150     159.449713  -12547.464459
   10630       2.647000      -9.889800  -12707.088318       0.053208     159.624082  -12547.464236
   10640       2.651477      -9.882277  -12707.367751       0.053301     159.903425  -12547.464326
   10650       2.655915      -9.874715  -12707.720986       0.053419     160.256586  -12547.464400
   10660       2.660316      -9.867116  -12708.001994       0.053513     160.537657  -12547.464338
   10670       2.664681      -9.859481  -12708.198674       0.053578     160.734523  -12547.464151
   10680       2.669009      -9.851809  -12708.482555       0.053673     161.018369  -12547.464185
   10690       2.673303      -9.844103  -12708.990710       0.053842     161.526523  -12547.464187
   10700       2.677562      -9.836362  -12709.624190       0.054053     162.159792  -12547.464398
   10710       2.681787      -9.828587  -12710.116573       0.054217     162.652133  -12547.464440
   10720       2.685977      -9.820777  -12710.262289       0.054266     162.797922  -12547.464367
   10730       2.690133      -9.812933  -12710.091155       0.054209     162.626890  -12547.464265
   10740       2.694256      -9.805056  -12709.844189       0.054127     162.380214  -12547.463975
   10750       2.698346      -9.797146  -12709.797194       0.054111     162.333246  -12547.463948
   10760       2.702405      -9.789205  -12710.105207       0.054214     162.641353  -12547.463854
   10770       2.706434      -9.781234  -12710.766256       0.054434     163.302203  -12547.464053
   10780       2.710435      -9.773235  -12711.652313       0.054729     164.188116  -12547.464197
   10790       2.714407      -9.765207  -12712.526384       0.055021     165.062057  -12547.464328
   10800       2.718351      -9.757151  -12713.121169       0.055219     165.656728  -12547.464440
   10810       2.722265      -9.749065  -12713.357548       0.055298     165.893426  -12547.464122
   10820       2.726148      -9.740949  -12713.417336       0.055318     165.953289  -12547.464047
   10830       2.730000      -9.732800  -12713.558124       0.055365     166.093951  -12547.464172
   10840       2.733819      -9.724619  -12713.865613       0.055467     166.401539  -12547.464075
   10850       2.737606      -9.716406  -12714.256860       0.055598     166.792823  -12547.464037
   10860       2.741361      -9.708161  -12714.681895       0.055739     167.217965  -12547.463930
   10870       2.745085      -9.699885  -12715.135574       0.055891     167.671761  -12547.463813
   10880       2.748778      -9.691578  -12715.564810       0.056034     168.100982  -12547.463828
   10890       2.752442      -9.683242  -12715.872667       0.056136     168.408830  -12547.463838
   10900       2.756079      -9.674879  -12715.985645       0.056174     168.521616  -12547.464029
   10910       2.759689      -9.666489  -12715.880345       0.056139     168.416355  -12547.463990
   10920       2.763274      -9.658074  -12715.622367       0.056053     168.158646  -12547.463721
   10930       2.766835      -9.649635  -12715.410663       0.055982     167.947109  -12547.463554
   10940       2.770372      -9.641172  -12715.527892       0.056021     168.064491  -12547.463401
   10950       2.773884      -9.632684  -12716.053239       0.056197     168.589762  -12547.463477
   10960       2.777372      -9.624172  -12716.719947       0.056419     169.256044  -12547.463903
   10970       2.780834      -9.615634  -12717.180220       0.056572     169.716159  -12547.464061
   10980       2.784268      -9.607069  -12717.381481       0.056639     169.917492  -12547.463990
   10990       2.787675      -9.598475  -12717.629953       0.056722     170.166076  -12547.463877
   11000       2.791053      -9.589853  -12718.208441       0.056915     170.744406  -12547.464035
   11010       2.794404      -9.581204  -12719.074586       0.057203     171.610254  -12547.464332
   11020       2.797727      -9.572527  -12719.975088       0.057504     172.510571  -12547.464517
   11030       2.801026      -9.563826  -12720.836522       0.057791     173.372267  -12547.464255
   11040       2.804301      -9.555101  -12721.857327       0.058131     174.393152  -12547.464175
   11050       2.807555      -9.546355  -12723.111855       0.058549     175.647360  -12547.464495
   11060       2.810789      -9.537589  -12724.238208       0.058924     176.773405  -12547.464804
   11070       2.814005      -9.528805  -12724.789255       0.059108     177.324514  -12547.464741
   11080       2.817204      -9.520004  -12724.829826       0.059122     177.365465  -12547.464361
   11090       2.820387      -9.511187  -12724.925574       0.059154     177.461670  -12547.463905
   11100       2.823553      -9.502353  -12725.411274       0.059316     177.947042  -12547.464231
   11110       2.826702      -9.493502  -12725.928575       0.059488     178.463815  -12547.464760
   11120       2.829831      -9.484631  -12725.967217       0.059501     178.502540  -12547.464677
   11130       2.832938      -9.475738  -12725.666951       0.059401     178.202695  -12547.464256
   11140       2.836023      -9.466823  -12725.718842       0.059418     178.254718  -12547.464124
   11150       2.839084      -9.457884  -12726.456967       0.059664     178.992388  -12547.464578
   11160       2.842122      -9.448922  -12727.356743       0.059964     179.891519  -12547.465224
   11170       2.845137      -9.439937  -12727.641948       0.060059     180.176512  -12547.465436
   11180       2.848129      -9.430929  -12727.147114       0.059894     179.682028  -12547.465086
   11190       2.851099      -9.421900  -12726.388571       0.059641     178.923821  -12547.464750
   11200       2.854049      -9.412849  -12725.874048       0.059470     178.409242  -12547.464806
   11210       2.856977      -9.403777  -12725.676230       0.059404     178.211125  -12547.465105
   11220       2.859883      -9.394683  -12725.676490       0.059404     178.211518  -12547.464972
   11230       2.862767      -9.385567  -12725.922075       0.059486     178.457217  -12547.464858
   11240       2.865629      -9.376429  -12726.482558       0.059673     179.017580  -12547.464978
   11250       2.868468      -9.367268  -12727.100673       0.059878     179.635486  -12547.465187
   11260       2.871286      -9.358086  -12727.350890       0.059962     179.885640  -12547.465250
   11270       2.874080      -9.348880  -12727.169549       0.059902     179.704502  -12547.465048
   11280       2.876853      -9.339653  -12727.010490       0.059849     179.545821  -12547.464669
   11290       2.879603      -9.330403  -12727.343387       0.059960     179.878613  -12547.464775
   11300       2.882330      -9.321130  -12728.212149       0.060249     180.747318  -12547.464831
   11310       2.885035      -9.311835  -12729.288923       0.060608     181.823869  -12547.465054
   11320       2.887716      -9.302516  -12730.211341       0.060915     182.746112  -12547.465229
   11330       2.890374      -9.293174  -12730.816487       0.061117     183.351357  -12547.465130
   11340       2.893009      -9.283809  -12731.143662       0.061226     183.678551  -12547.465110
   11350       2.895622      -9.274422  -12731.318191       0.061284     183.853260  -12547.464931
   11360       2.898214      -9.265014  -12731.503072       0.061346     184.038308  -12547.464765
   11370       2.900787      -9.255587  -12731.891172       0.061475     184.426350  -12547.464822
   11380       2.903342      -9.246142  -12732.579046       0.061705     185.114224  -12547.464821
   11390       2.905882      -9.236682  -12733.512073       0.062016     186.047161  -12547.464912
   11400       2.908409      -9.227209  -12734.551434       0.062362     187.086448  -12547.464985
   11410       2.910925      -9.217725  -12735.614732       0.062717     188.149655  -12547.465077
   11420       2.913433      -9.208233  -12736.722895       0.063086     189.257770  -12547.465126
   11430       2.915933      -9.198733  -12737.921330       0.063485     190.456104  -12547.465225
   11440       2.918425      -9.189225  -12739.108717       0.063881     191.643265  -12547.465452
   11450       2.920906      -9.179706  -12740.023186       0.064186     192.557512  -12547.465673
   11460       2.923375      -9.170175  -12740.461775       0.064332     192.996255  -12547.465520
   11470       2.925830      -9.160630  -12740.527905       0.064354     193.062691  -12547.465214
   11480       2.928272      -9.151072  -12740.587937       0.064374     193.123051  -12547.464886
   11490       2.930701      -9.141502  -12741.011595       0.064516     193.546813  -12547.464781
   11500       2.933119      -9.131919  -12741.896391       0.064810     194.431409  -12547.464982
   11510       2.935527      -9.122327  -12742.934069       0.065156     195.468643  -12547.465426
   11520       2.937927      -9.112727  -12743.638939       0.065391     196.173255  -12547.465684
   11530       2.940319      -9.103119  -12743.787017       0.065441     196.321551  -12547.465467
   11540       2.942704      -9.093504  -12743.607542       0.065381     196.142211  -12547.465331
   11550       2.945083      -9.083883  -12743.430802       0.065322     195.965446  -12547.465356
   11560       2.947454      -9.074254  -12743.318300       0.065284     195.852893  -12547.465407
   11570       2.949817      -9.064617  -12743.184444       0.065240     195.718990  -12547.465454
   11580       2.952169      -9.054969  -12743.142641       0.065226     195.677282  -12547.465359
   11590       2.954511      -9.045312  -12743.447470       0.065327     195.982248  -12547.465221
   11600       2.956843      -9.035643  -12744.109646       0.065548     196.644074  -12547.465572
   11610       2.959166      -9.025966  -12744.650780       0.065728     197.185009  -12547.465771
   11620       2.961480      -9.016280  -12744.483388       0.065673     197.017700  -12547.465688
   11630       2.963787      -9.006587  -12743.555503       0.065363     196.090186  -12547.465317
   11640       2.966089      -8.996889  -12742.423702       0.064986     194.958852  -12547.464850
   11650       2.968386      -8.987186  -12741.683157       0.064739     194.218219  -12547.464938
   11660       2.970681      -8.977481  -12741.394359       0.064643     193.929180  -12547.465179
   11670       2.972972      -8.967772  -12741.153345       0.064563     193.687847  -12547.465498
   11680       2.975260      -8.958060  -12740.651421       0.064395     193.186002  -12547.465420
   11690       2.977546      -8.948346  -12740.043544       0.064193     192.578457  -12547.465088
   11700       2.979832      -8.938632  -12739.694443       0.064076     192.229250  -12547.465193
   11710       2.982119      -8.928920  -12739.662106       0.064065     192.196415  -12547.465690
   11720       2.984412      -8.919212  -12739.677313       0.064071     192.211569  -12547.465744
   11730       2.986712      -8.909512  -12739.563793       0.064033     192.098117  -12547.465676
   11740       2.989021      -8.899821  -12739.378593       0.063971     191.912939  -12547.465654
   11750       2.991341      -8.890141  -12739.140185       0.063891     191.674324  -12547.465861
   11760       2.993670      -8.880470  -12738.711184       0.063748     191.245120  -12547.466064
   11770       2.996006      -8.870806  -12737.969633       0.063501     190.503516  -12547.466117
   11780       2.998347      -8.861147  -12736.934881       0.063156     189.468664  -12547.466218
   11790       3.000691      -8.851491  -12735.799028       0.062778     188.332773  -12547.466255
   11800       3.003037      -8.841837  -12734.825593       0.062453     187.359525  -12547.466067
   11810       3.005385      -8.832185  -12734.203959       0.062246     186.737817  -12547.466142
   11820       3.007737      -8.822537  -12733.993925       0.062176     186.527595  -12547.466329
   11830       3.010095      -8.812895  -12734.068965       0.062201     186.602457  -12547.466508
   11840       3.012463      -8.803263  -12734.128836       0.062221     186.662191  -12547.466645
   11850       3.014843      -8.793643  -12733.923027       0.062152     186.456359  -12547.466669
   11860       3.017234      -8.784035  -12733.512042       0.062015     186.045411  -12547.466631
   11870       3.019639      -8.774439  -12733.185511       0.061906     185.718836  -12547.466674
   11880       3.022057      -8.764857  -12733.029929       0.061854     185.563013  -12547.466916
   11890       3.024489      -8.755289  -12732.804704       0.061779     185.337687  -12547.467017
   11900       3.026939      -8.745739  -12732.308662       0.061614     184.841701  -12547.466960
   11910       3.029410      -8.736210  -12731.627984       0.061387     184.161267  -12547.466717
   11920       3.031907      -8.726707  -12731.026051       0.061186     183.559381  -12547.466670
   11930       3.034434      -8.717234  -12730.764987       0.061100     183.298522  -12547.466465
   11940       3.036992      -8.707792  -12731.007622       0.061180     183.541042  -12547.466580
   11950       3.039582      -8.698382  -12731.735032       0.061423     184.268473  -12547.466559
   11960       3.042203      -8.689003  -12732.670598       0.061735     185.203771  -12547.466827
   11970       3.044854      -8.679654  -12733.315596       0.061950     185.848540  -12547.467055
   11980       3.047532      -8.670332  -12733.217110       0.061917     185.750011  -12547.467099
   11990       3.050237      -8.661037  -12732.392660       0.061642     184.926001  -12547.466659
   12000       3.052969      -8.651769  -12731.389569       0.061308     183.923379  -12547.466190
   12010       3.055730      -8.642530  -12730.811902       0.061115     183.345827  -12547.466076
   12020       3.058523      -8.633323  -12730.786398       0.061107     183.319905  -12547.466493
   12030       3.061351      -8.624151  -12731.027990       0.061187     183.561458  -12547.466532
   12040       3.064217      -8.615017  -12731.280297       0.061271     183.813651  -12547.466646
   12050       3.067123      -8.605923  -12731.422274       0.061319     183.955576  -12547.466699
   12060       3.070070      -8.596870  -12731.341501       0.061292     183.874827  -12547.466674
   12070       3.073057      -8.587857  -12731.045426       0.061193     183.578882  -12547.466544
   12080       3.076085      -8.578885  -12730.845058       0.061126     183.378595  -12547.466462
   12090       3.079154      -8.569954  -12731.151894       0.061228     183.685340  -12547.466554
   12100       3.082266      -8.561066  -12731.897374       0.061477     184.430303  -12547.467071
   12110       3.085423      -8.552223  -12732.441566       0.061658     184.974316  -12547.467251
   12120       3.088625      -8.543425  -12732.362434       0.061632     184.895315  -12547.467119
   12130       3.091873      -8.534673  -12731.905013       0.061479     184.438150  -12547.466863
   12140       3.095168      -8.525968  -12731.507248       0.061347     184.040385  -12547.466863
   12150       3.098510      -8.517310  -12731.186973       0.061240     183.719980  -12547.466993
   12160       3.101899      -8.508699  -12730.711834       0.061082     183.244808  -12547.467026
   12170       3.105336      -8.500136  -12730.148352       0.060894     182.681683  -12547.466669
   12180       3.108820      -8.491620  -12729.907984       0.060814     182.441551  -12547.466433
   12190       3.112354      -8.483154  -12730.161930       0.060898     182.695252  -12547.466679
   12200       3.115935      -8.474735  -12730.434067       0.060989     182.967022  -12547.467045
   12210       3.119563      -8.466363  -12730.149512       0.060894     182.682640  -12547.466872
   12220       3.123237      -8.458037  -12729.333582       0.060622     181.866913  -12547.466669
   12230       3.126955      -8.449755  -12728.370558       0.060301     180.903961  -12547.466598
   12240       3.130715      -8.441515  -12727.410795       0.059981     179.944197  -12547.466598
   12250       3.134517      -8.433317  -12726.470959       0.059668     179.004288  -12547.466671
   12260       3.138363      -8.425163  -12725.673740       0.059402     178.207109  -12547.466631
   12270       3.142254      -8.417054  -12725.059538       0.059198     177.592722  -12547.466816
   12280       3.146192      -8.408992  -12724.440510       0.058991     176.973705  -12547.466805
   12290       3.150181      -8.400981  -12723.668236       0.058734     176.201565  -12547.466671
   12300       3.154221      -8.393021  -12722.995566       0.058510     175.529168  -12547.466398
   12310       3.158311      -8.385111  -12722.721658       0.058418     175.255060  -12547.466598
   12320       3.162451      -8.377251  -12722.510412       0.058348     175.043129  -12547.467283
   12330       3.166638      -8.369438  -12721.687007       0.058073     174.219685  -12547.467322
   12340       3.170871      -8.361671  -12720.202881       0.057579     172.736112  -12547.466769
   12350       3.175151      -8.353951  -12718.802680       0.057112     171.336277  -12547.466403
   12360       3.179481      -8.346281  -12718.170916       0.056901     170.704384  -12547.466533
   12370       3.183864      -8.338664  -12718.194418       0.056909     170.727402  -12547.467016
   12380       3.188304      -8.331104  -12718.164436       0.056899     170.696790  -12547.467647
   12390       3.192800      -8.323600  -12717.490178       0.056674     170.022526  -12547.467652
   12400       3.197351      -8.316151  -12716.195944       0.056243     168.728753  -12547.467191
   12410       3.201951      -8.308751  -12714.898545       0.055811     167.431879  -12547.466666
   12420       3.206598      -8.301398  -12714.303386       0.055612     166.836882  -12547.466504
   12430       3.211290      -8.294090  -12714.439662       0.055658     166.972652  -12547.467010
   12440       3.216030      -8.286830  -12714.584886       0.055706     167.117611  -12547.467275
   12450       3.220823      -8.279623  -12714.273194       0.055602     166.806319  -12547.466875
   12460       3.225675      -8.272476  -12713.922121       0.055485     166.455721  -12547.466400
   12470       3.230595      -8.265395  -12713.928764       0.055487     166.462027  -12547.466737
   12480       3.235583      -8.258383  -12713.867609       0.055467     166.400400  -12547.467209
   12490       3.240642      -8.251442  -12713.213002       0.055249     165.746007  -12547.466995
   12500       3.245768      -8.244568  -12712.201900       0.054912     164.735285  -12547.466615
   12510       3.250957      -8.237757  -12711.472893       0.054669     164.006461  -12547.466433
   12520       3.256206      -8.231006  -12711.207967       0.054580     163.741352  -12547.466615
   12530       3.261515      -8.224315  -12711.183877       0.054572     163.717079  -12547.466798
   12540       3.266886      -8.217686  -12711.375158       0.054636     163.908617  -12547.466541
   12550       3.272322      -8.211122  -12711.906834       0.054813     164.440167  -12547.466666
   12560       3.277827      -8.204627  -12712.459072       0.054997     164.991864  -12547.467209
   12570       3.283400      -8.198200  -12712.409122       0.054981     164.941897  -12547.467226
   12580       3.289039      -8.191839  -12711.736759       0.054757     164.270052  -12547.466707
   12590       3.294741      -8.185541  -12711.205854       0.054580     163.739762  -12547.466092
   12600       3.300502      -8.179302  -12711.370076       0.054635     163.903919  -12547.466157
   12610       3.306323      -8.173123  -12711.900936       0.054811     164.434275  -12547.466661
   12620       3.312205      -8.167005  -12712.106361       0.054880     164.639493  -12547.466868
   12630       3.318150      -8.160950  -12711.783514       0.054772     164.316841  -12547.466672
   12640       3.324161      -8.154961  -12711.366998       0.054634     163.900745  -12547.466253
   12650       3.330238      -8.149038  -12711.248062       0.054594     163.781801  -12547.466262
   12660       3.336378      -8.143178  -12711.354563       0.054629     163.888238  -12547.466325
   12670       3.342576      -8.137376  -12711.606623       0.054714     164.140663  -12547.465960
   12680       3.348825      -8.131625  -12712.213020       0.054916     164.747139  -12547.465882
   12690       3.355122      -8.125922  -12713.154096       0.055229     165.687716  -12547.466380
   12700       3.361465      -8.120265  -12713.901972       0.055478     166.435416  -12547.466556
   12710       3.367856      -8.114656  -12714.095200       0.055543     166.628776  -12547.466424
   12720       3.374298      -8.109098  -12714.021668       0.055519     166.555602  -12547.466066
   12730       3.380796      -8.103597  -12714.096000       0.055543     166.630038  -12547.465962
   12740       3.387354      -8.098154  -12714.258608       0.055597     166.792324  -12547.466284
   12750       3.393972      -8.092772  -12714.269174       0.055601     166.802901  -12547.466273
   12760       3.400650      -8.087450  -12714.272293       0.055602     166.806227  -12547.466066
   12770       3.407383      -8.082183  -12714.424887       0.055653     166.958636  -12547.466251
   12780       3.414169      -8.076969  -12714.469688       0.055668     167.003435  -12547.466253
   12790       3.421003      -8.071803  -12714.451560       0.055662     166.985711  -12547.465849
   12800       3.427885      -8.066685  -12714.908574       0.055814     167.442649  -12547.465924
   12810       3.434811      -8.061611  -12715.704119       0.056079     168.237336  -12547.466784
   12820       3.441783      -8.056583  -12715.870939       0.056135     168.403942  -12547.466997
   12830       3.448802      -8.051602  -12715.076539       0.055870     167.610218  -12547.466321
   12840       3.455869      -8.046669  -12714.152377       0.055562     166.686549  -12547.465827
   12850       3.462988      -8.041788  -12713.917610       0.055484     166.451835  -12547.465775
   12860       3.470160      -8.036960  -12714.209636       0.055581     166.743470  -12547.466166
   12870       3.477389      -8.032189  -12714.293052       0.055609     166.826674  -12547.466379
   12880       3.484676      -8.027476  -12713.813943       0.055449     166.347837  -12547.466106
   12890       3.492020      -8.022820  -12713.055387       0.055197     165.589508  -12547.465879
   12900       3.499422      -8.018222  -12712.382593       0.054972     164.916596  -12547.465997
   12910       3.506878      -8.013678  -12711.953980       0.054829     164.487971  -12547.466009
   12920       3.514388      -8.009188  -12711.813430       0.054782     164.347475  -12547.465955
   12930       3.521951      -8.004751  -12712.006133       0.054847     164.540234  -12547.465900
   12940       3.529567      -8.000367  -12712.540867       0.055025     165.074809  -12547.466057
   12950       3.537239      -7.996039  -12713.116143       0.055217     165.649949  -12547.466194
   12960       3.544965      -7.991765  -12713.359926       0.055298     165.894019  -12547.465907
   12970       3.552743      -7.987543  -12713.430422       0.055322     165.964891  -12547.465530
   12980       3.560570      -7.983370  -12713.755441       0.055430     166.289913  -12547.465528
   12990       3.568440      -7.979240  -12714.324836       0.055620     166.859127  -12547.465709
   13000       3.576350      -7.975150  -12714.759753       0.055765     167.294002  -12547.465752
   13010       3.584297      -7.971097  -12714.841572       0.055792     167.375937  -12547.465635
   13020       3.592280      -7.967080  -12714.720152       0.055752     167.254646  -12547.465506
   13030       3.600299      -7.963099  -12714.718878       0.055751     167.253552  -12547.465326
   13040       3.608355      -7.959155  -12715.150688       0.055895     167.685548  -12547.465140
   13050       3.616450      -7.955250  -12716.141953       0.056225     168.676447  -12547.465505
   13060       3.624584      -7.951384  -12717.392234       0.056642     169.926356  -12547.465878
   13070       3.632757      -7.947557  -12718.360821       0.056965     170.894893  -12547.465928
   13080       3.640969      -7.943769  -12718.834787       0.057123     171.369230  -12547.465557
   13090       3.649217      -7.940017  -12719.054309       0.057196     171.589149  -12547.465160
   13100       3.657502      -7.936302  -12719.361128       0.057299     171.896034  -12547.465094
   13110       3.665820      -7.932620  -12719.817228       0.057451     172.351992  -12547.465236
   13120       3.674170      -7.928970  -12720.254402       0.057596     172.788981  -12547.465421
   13130       3.682550      -7.925350  -12720.545614       0.057693     173.080208  -12547.465406
   13140       3.690956      -7.921756  -12720.586070       0.057707     173.120374  -12547.465696
   13150       3.699388      -7.918188  -12720.366788       0.057634     172.901298  -12547.465490
   13160       3.707842      -7.914642  -12720.201665       0.057579     172.736470  -12547.465196
   13170       3.716318      -7.911118  -12720.553888       0.057696     173.088820  -12547.465068
   13180       3.724814      -7.907614  -12721.420476       0.057985     173.955125  -12547.465351
   13190       3.733331      -7.904131  -12722.283799       0.058273     174.818292  -12547.465506
   13200       3.741869      -7.900669  -12722.716087       0.058417     175.250363  -12547.465724
   13210       3.750430      -7.897230  -12722.571543       0.058369     175.105809  -12547.465734
   13220       3.759014      -7.893814  -12721.904262       0.058146     174.438858  -12547.465404
   13230       3.767621      -7.890421  -12721.150318       0.057895     173.685432  -12547.464886
   13240       3.776249      -7.887049  -12720.842984       0.057793     173.377818  -12547.465166
   13250       3.784893      -7.883693  -12720.972700       0.057836     173.507399  -12547.465301
   13260       3.793550      -7.880350  -12721.161023       0.057899     173.695629  -12547.465393
   13270       3.802218      -7.877018  -12721.255373       0.057930     173.790107  -12547.465266
   13280       3.810894      -7.873694  -12721.325626       0.057953     173.860386  -12547.465240
   13290       3.819579      -7.870379  -12721.337458       0.057957     173.872254  -12547.465204
   13300       3.828274      -7.867074  -12721.396412       0.057977     173.931468  -12547.464944
   13310       3.836979      -7.863779  -12721.797460       0.058111     174.332431  -12547.465029
   13320       3.845697      -7.860497  -12722.389919       0.058308     174.924447  -12547.465471
   13330       3.854426      -7.857226  -12722.683146       0.058406     175.217508  -12547.465638
   13340       3.863167      -7.853967  -12722.465959       0.058333     175.000230  -12547.465728
   13350       3.871918      -7.850718  -12721.731235       0.058089     174.265545  -12547.465689
   13360       3.880676      -7.847476  -12720.579901       0.057705     173.114434  -12547.465466
   13370       3.889439      -7.844239  -12719.556127       0.057364     172.091258  -12547.464869
   13380       3.898205      -7.841005  -12719.353711       0.057296     171.888843  -12547.464868
   13390       3.906972      -7.837772  -12719.894491       0.057476     172.428965  -12547.465526
   13400       3.915740      -7.834540  -12720.426307       0.057653     172.960334  -12547.465974
   13410       3.924509      -7.831309  -12720.370176       0.057635     172.904066  -12547.466111
   13420       3.933280      -7.828080  -12719.672553       0.057402     172.206899  -12547.465654
   13430       3.942056      -7.824856  -12718.858527       0.057131     171.393496  -12547.465031
   13440       3.950838      -7.821638  -12718.821537       0.057119     171.356743  -12547.464793
   13450       3.959627      -7.818427  -12719.828578       0.057454     172.363189  -12547.465389
   13460       3.968422      -7.815222  -12721.007678       0.057847     173.541653  -12547.466025
   13470       3.977222      -7.812022  -12721.439621       0.057991     173.973607  -12547.466014
   13480       3.986028      -7.808828  -12721.190871       0.057908     173.725194  -12547.465676
   13490       3.994839      -7.805639  -12720.788431       0.057774     173.322953  -12547.465478
   13500       4.003655      -7.802455  -12720.419600       0.057651     172.954306  -12547.465294
   13510       4.012476      -7.799276  -12720.228276       0.057588     172.763179  -12547.465098
   13520       4.021302      -7.796102  -12720.633035       0.057723     173.167949  -12547.465087
   13530       4.030134      -7.792934  -12721.832316       0.058122     174.366782  -12547.465533
   13540       4.038970      -7.789770  -12723.364929       0.058633     175.898885  -12547.466044
   13550       4.047809      -7.786609  -12724.484767       0.059006     177.018493  -12547.466273
   13560       4.056649      -7.783449  -12724.778182       0.059104     177.312111  -12547.466070
   13570       4.065487      -7.780287  -12724.350053       0.058961     176.884214  -12547.465839
   13580       4.074322      -7.777122  -12723.627635       0.058721     176.162116  -12547.465519
   13590       4.083153      -7.773953  -12723.052369       0.058529     175.586901  -12547.465469
   13600       4.091979      -7.770779  -12722.815395       0.058450     175.349627  -12547.465767
   13610       4.100800      -7.767600  -12722.842073       0.058459     175.376402  -12547.465671
   13620       4.109616      -7.764416  -12723.062275       0.058532     175.596583  -12547.465693
   13630       4.118426      -7.761226  -12723.540506       0.058692     176.074895  -12547.465611
   13640       4.127231      -7.758031  -12724.188177       0.058907     176.722261  -12547.465915
   13650       4.136029      -7.754829  -12724.532324       0.059022     177.066372  -12547.465952
   13660       4.144819      -7.751619  -12724.314468       0.058950     176.848857  -12547.465611
   13670       4.153600      -7.748400  -12723.906908       0.058814     176.441650  -12547.465259
   13680       4.162371      -7.745171  -12723.730249       0.058755     176.264823  -12547.465426
   13690       4.171131      -7.741931  -12723.708001       0.058747     176.242225  -12547.465776
   13700       4.179881      -7.738681  -12723.505717       0.058680     176.039752  -12547.465965
   13710       4.188621      -7.735421  -12723.061431       0.058532     175.595712  -12547.465718
   13720       4.197354      -7.732154  -12722.673360       0.058403     175.207951  -12547.465409
   13730       4.206081      -7.728881  -12722.619909       0.058385     175.154514  -12547.465395
   13740       4.214806      -7.725606  -12722.891926       0.058475     175.426388  -12547.465538
   13750       4.223528      -7.722328  -12723.327002       0.058620     175.861290  -12547.465713
   13760       4.232248      -7.719048  -12723.765358       0.058766     176.299347  -12547.466011
   13770       4.240962      -7.715762  -12724.149110       0.058894     176.683048  -12547.466062
   13780       4.249667      -7.712467  -12724.550445       0.059028     177.084442  -12547.466003
   13790       4.258359      -7.709159  -12724.994928       0.059176     177.528669  -12547.466259
   13800       4.267036      -7.705836  -12725.442100       0.059325     177.976037  -12547.466063
   13810       4.275695      -7.702495  -12725.852082       0.059462     178.385823  -12547.466259
   13820       4.284337      -7.699137  -12726.061762       0.059532     178.595353  -12547.466409
   13830       4.292961      -7.695761  -12725.871750       0.059468     178.405415  -12547.466336
   13840       4.301569      -7.692369  -12725.442064       0.059325     177.976355  -12547.465710
   13850       4.310160      -7.688960  -12725.271283       0.059269     177.805738  -12547.465545
   13860       4.318737      -7.685537  -12725.619553       0.059385     178.153723  -12547.465830
   13870       4.327299      -7.682099  -12726.264154       0.059599     178.798062  -12547.466092
   13880       4.335846      -7.678646  -12726.849570       0.059794     179.383154  -12547.466416
   13890       4.344378      -7.675178  -12727.165254       0.059900     179.699005  -12547.466248
   13900       4.352891      -7.671691  -12727.159255       0.059898     179.693032  -12547.466223
   13910       4.361386      -7.668186  -12726.916748       0.059817     179.450618  -12547.466131
   13920       4.369861      -7.664661  -12726.598140       0.059711     179.132061  -12547.466080
   13930       4.378316      -7.661116  -12726.367087       0.059634     178.901035  -12547.466052
   13940       4.386752      -7.657552  -12726.276708       0.059604     178.810565  -12547.466143
   13950       4.395169      -7.653969  -12726.278260       0.059604     178.812056  -12547.466204
   13960       4.403567      -7.650367  -12726.341307       0.059625     178.875188  -12547.466118
   13970       4.411948      -7.646748  -12726.472104       0.059669     179.005913  -12547.466191
   13980       4.420310      -7.643110  -12726.613737       0.059716     179.147381  -12547.466356
   13990       4.428654      -7.639454  -12726.661653       0.059732     179.195264  -12547.466390
   14000       4.436978      -7.635778  -12726.516082       0.059683     179.049744  -12547.466337
   14010       4.445282      -7.632082  -12726.153098       0.059562     178.686998  -12547.466100
   14020       4.453565      -7.628365  -12725.769828       0.059435     178.303913  -12547.465915
   14030       4.461826      -7.624626  -12725.789465       0.059441     178.323839  -12547.465626
   14040       4.470065      -7.620865  -12726.462022       0.059665     178.996030  -12547.465992
   14050       4.478282      -7.617082  -12727.411235       0.059982     179.944696  -12547.466538
   14060       4.486478      -7.613278  -12727.892048       0.060142     180.425178  -12547.466870
   14070       4.494652      -7.609452  -12727.619780       0.060051     180.153437  -12547.466343
   14080       4.502804      -7.605604  -12727.110946       0.059882     179.644946  -12547.465999
   14090       4.510935      -7.601735  -12727.028347       0.059854     179.562231  -12547.466116
